Initial Stack Pointer: 0x20075680
Entry Point (Reset Handler) address: 0x000806D9
Total nodes in CFG: 1909
  Use at <0x81e45 id=0x81e35[65] contextless> (instruction address: 0x81e45)
  Use at <0x81e43 id=0x81e35[59] contextless> (instruction address: 0x81e43)
  Use at <0x82035 id=0x82035[-2] contextless> (instruction address: 0x82035)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x8235b id=0x8234b[37] contextless> (instruction address: 0x8235b)
  Use at <0x8239d id=0x8239d[1] contextless> (instruction address: 0x8239d)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82a4b id=0x82a49[7] contextless> (instruction address: 0x82a4b)
  Use at <0x82a31 id=0x82a2b[22] contextless> (instruction address: 0x82a31)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x81e35 id=0x81e35[12] contextless> (instruction address: 0x81e35)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82acb id=0x82abd[35] contextless> (instruction address: 0x82acb)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82abd id=0x82abd[15] contextless> (instruction address: 0x82abd)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82abd id=0x82abd[18] contextless> (instruction address: 0x82abd)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82ac1 id=0x82abd[25] contextless> (instruction address: 0x82ac1)
  Use at <0x82ad5 id=0x82abd[60] contextless> (instruction address: 0x82ad5)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82abd id=0x82abd[12] contextless> (instruction address: 0x82abd)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82acd id=0x82abd[39] contextless> (instruction address: 0x82acd)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82abd id=0x82abd[9] contextless> (instruction address: 0x82abd)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82abd id=0x82abd[6] contextless> (instruction address: 0x82abd)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82acf id=0x82abd[43] contextless> (instruction address: 0x82acf)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82abd id=0x82abd[21] contextless> (instruction address: 0x82abd)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82b49 id=0x82b45[23] contextless> (instruction address: 0x82b49)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82b45 id=0x82b45[12] contextless> (instruction address: 0x82b45)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82b45 id=0x82b45[15] contextless> (instruction address: 0x82b45)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82b45 id=0x82b45[6] contextless> (instruction address: 0x82b45)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82b4d id=0x82b45[32] contextless> (instruction address: 0x82b4d)
  Use at <0x82bc9 id=0x82bc9[-2] contextless> (instruction address: 0x82bc9)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82b47 id=0x82b45[19] contextless> (instruction address: 0x82b47)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82b45 id=0x82b45[9] contextless> (instruction address: 0x82b45)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82c21 id=0x82c21[1] contextless> (instruction address: 0x82c21)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82c11 id=0x82c11[1] contextless> (instruction address: 0x82c11)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82c21 id=0x82c21[2] contextless> (instruction address: 0x82c21)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82c17 id=0x82c17[3] contextless> (instruction address: 0x82c17)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82c0d id=0x82c0d[1] contextless> (instruction address: 0x82c0d)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82c21 id=0x82c21[4] contextless> (instruction address: 0x82c21)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82c21 id=0x82c21[3] contextless> (instruction address: 0x82c21)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82c31 id=0x82c2d[25] contextless> (instruction address: 0x82c31)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82c31 id=0x82c2d[19] contextless> (instruction address: 0x82c31)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82c39 id=0x82c2d[42] contextless> (instruction address: 0x82c39)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82c39 id=0x82c2d[45] contextless> (instruction address: 0x82c39)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82d05 id=0x82d05[1] contextless> (instruction address: 0x82d05)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82c39 id=0x82c2d[43] contextless> (instruction address: 0x82c39)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82c31 id=0x82c2d[16] contextless> (instruction address: 0x82c31)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82c31 id=0x82c2d[28] contextless> (instruction address: 0x82c31)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82c3b id=0x82c2d[57] contextless> (instruction address: 0x82c3b)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82c31 id=0x82c2d[22] contextless> (instruction address: 0x82c31)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82c31 id=0x82c2d[13] contextless> (instruction address: 0x82c31)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82c37 id=0x82c2d[37] contextless> (instruction address: 0x82c37)
  Use at <0x82c2d id=0x82c2d[1] contextless> (instruction address: 0x82c2d)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82c39 id=0x82c2d[44] contextless> (instruction address: 0x82c39)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82d6b id=0x82d65[29] contextless> (instruction address: 0x82d6b)
  Use at <0x82d6d id=0x82d6d[1] contextless> (instruction address: 0x82d6d)
  Use at <0x82d69 id=0x82d65[23] contextless> (instruction address: 0x82d69)
  Use at <0x82da1 id=0x82da1[-2] contextless> (instruction address: 0x82da1)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82d65 id=0x82d65[12] contextless> (instruction address: 0x82d65)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82d67 id=0x82d65[19] contextless> (instruction address: 0x82d67)
  Use at <0x82da1 id=0x82da1[-2] contextless> (instruction address: 0x82da1)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82d79 id=0x82d77[8] contextless> (instruction address: 0x82d79)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82d79 id=0x82d77[9] contextless> (instruction address: 0x82d79)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82d79 id=0x82d77[11] contextless> (instruction address: 0x82d79)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82d65 id=0x82d65[15] contextless> (instruction address: 0x82d65)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82d65 id=0x82d65[6] contextless> (instruction address: 0x82d65)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82d79 id=0x82d77[10] contextless> (instruction address: 0x82d79)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82d65 id=0x82d65[9] contextless> (instruction address: 0x82d65)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82db9 id=0x82db9[1] contextless> (instruction address: 0x82db9)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82deb id=0x82de7[9] contextless> (instruction address: 0x82deb)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82dd9 id=0x82dc5[73] contextless> (instruction address: 0x82dd9)
  Use at <0x82dcb id=0x82dc5[30] contextless> (instruction address: 0x82dcb)
  Use at <0x82ddb id=0x82dc5[79] contextless> (instruction address: 0x82ddb)
  Use at <0x82dd7 id=0x82dc5[67] contextless> (instruction address: 0x82dd7)
  Use at <0x82dc9 id=0x82dc5[26] contextless> (instruction address: 0x82dc9)
  Use at <0x82de1 id=0x82dc5[92] contextless> (instruction address: 0x82de1)
  Use at <0x82dcd id=0x82dc5[37] contextless> (instruction address: 0x82dcd)
  Use at <0x82dd5 id=0x82dc5[61] contextless> (instruction address: 0x82dd5)
  Use at <0x82dd1 id=0x82dc5[49] contextless> (instruction address: 0x82dd1)
  Use at <0x82dd3 id=0x82dc5[55] contextless> (instruction address: 0x82dd3)
  Use at <0x82dcf id=0x82dc5[44] contextless> (instruction address: 0x82dcf)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82dc7 id=0x82dc5[22] contextless> (instruction address: 0x82dc7)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82dcb id=0x82dc5[32] contextless> (instruction address: 0x82dcb)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82dc5 id=0x82dc5[3] contextless> (instruction address: 0x82dc5)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82dc7 id=0x82dc5[19] contextless> (instruction address: 0x82dc7)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82dcd id=0x82dc5[39] contextless> (instruction address: 0x82dcd)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82dc5 id=0x82dc5[1] contextless> (instruction address: 0x82dc5)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82de7 id=0x82de7[1] contextless> (instruction address: 0x82de7)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82dc5 id=0x82dc5[2] contextless> (instruction address: 0x82dc5)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82ded id=0x82de7[13] contextless> (instruction address: 0x82ded)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82dc5 id=0x82dc5[4] contextless> (instruction address: 0x82dc5)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82de9 id=0x82de7[5] contextless> (instruction address: 0x82de9)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82e17 id=0x82e15[13] contextless> (instruction address: 0x82e17)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82e23 id=0x82e23[1] contextless> (instruction address: 0x82e23)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82e23 id=0x82e23[2] contextless> (instruction address: 0x82e23)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82e23 id=0x82e23[4] contextless> (instruction address: 0x82e23)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82e19 id=0x82e15[17] contextless> (instruction address: 0x82e19)
  Use at <0x82e63 id=0x82e63[1] contextless> (instruction address: 0x82e63)
  Use at <0x82e57 id=0x82e55[14] contextless> (instruction address: 0x82e57)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82e15 id=0x82e15[9] contextless> (instruction address: 0x82e15)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82e23 id=0x82e23[3] contextless> (instruction address: 0x82e23)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82e25 id=0x82e23[10] contextless> (instruction address: 0x82e25)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82e15 id=0x82e15[6] contextless> (instruction address: 0x82e15)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82e75 id=0x82e75[1] contextless> (instruction address: 0x82e75)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82e81 id=0x82e81[1] contextless> (instruction address: 0x82e81)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
  Use at <0x82e91 id=0x82e8d[23] contextless> (instruction address: 0x82e91)
Definition at [External []] (instruction address: Unknown) - Reason: Def block not in CFG
